Country,Year,Below $1 a day (Number),Below $2.15 a day  (Number),Below $3.65 a day (Number),Below $6.85 a day (Number),Below $10 a day (Number),Below $20 a day (Number),Below $30 a day (Number),Below $40 a day (Number),Below $1 a day (%Share),Below $2.15 a day (%Share),Below $3.65 a day (%Share),Below $6.85 a day (%Share),Below $10 a day (%Share),Below $20 a day (%Share),Below $30 a day (%Share),Below $40 a day (%Share)
Germany,1992,0,0,191686,191686,553353,3806707,16316549,34063778,0.00,0.00,0.24,0.24,0.69,4.72,20.24,42.25
Germany,1993,0,0,0,197397,388935,3848551,16015225,33468372,0.00,0.00,0.00,0.24,0.48,4.74,19.73,41.24
Germany,1994,153278,153278,153278,598879,811152,5268761,17507334,34378633,0.19,0.19,0.19,0.74,1.00,6.47,21.50,42.21
Germany,1995,0,198011,198011,396372,813272,4681454,16942874,32867411,0.00,0.24,0.24,0.49,1.00,5.73,20.74,40.24
Germany,1996,0,0,203213,398326,606351,4090429,15954746,32349501,0.00,0.00,0.25,0.49,0.74,4.99,19.48,39.49
Germany,1997,0,0,179466,179466,614081,4300146,16597235,34041248,0.00,0.00,0.22,0.22,0.75,5.24,20.23,41.50
Germany,1998,0,0,0,201656,398588,3854740,15163827,31986792,0.00,0.00,0.00,0.25,0.49,4.70,18.48,38.99
Germany,1999,0,0,192978,192978,607771,3890365,14365859,29963979,0.00,0.00,0.24,0.24,0.74,4.74,17.50,36.50
Germany,2000,0,0,204978,204978,404777,3285748,13769691,28972227,0.00,0.00,0.25,0.25,0.49,4.00,16.75,35.24
Germany,2001,0,0,0,204228,408303,3890580,14197756,30864205,0.00,0.00,0.00,0.25,0.50,4.72,17.24,37.48
Germany,2002,0,0,0,201669,602220,3711887,13609790,29689712,0.00,0.00,0.00,0.24,0.73,4.50,16.50,35.99
Germany,2003,0,0,188340,410334,610448,4122044,14233295,29917181,0.00,0.00,0.23,0.50,0.74,4.99,17.25,36.25
Germany,2004,0,0,172028,172028,410043,3911222,13612044,29697887,0.00,0.00,0.21,0.21,0.50,4.74,16.50,35.99
Germany,2005,0,0,0,204557,395967,4526190,15046534,30912090,0.00,0.00,0.00,0.25,0.48,5.49,18.24,37.48
Germany,2006,0,0,0,169481,392291,3896049,13998074,30263728,0.00,0.00,0.00,0.21,0.48,4.73,16.99,36.74
Germany,2007,0,0,0,200959,391033,3901937,13776417,28997089,0.00,0.00,0.00,0.24,0.48,4.74,16.75,35.25
Germany,2008,0,0,202951,202951,392758,3487248,13339582,28939124,0.00,0.00,0.25,0.25,0.48,4.25,16.25,35.24
Germany,2009,0,0,0,202882,404379,3678771,13294942,28049924,0.00,0.00,0.00,0.25,0.49,4.49,16.23,34.25
Germany,2010,0,0,204284,204284,408087,3465699,13257564,27597685,0.00,0.00,0.25,0.25,0.50,4.24,16.21,33.75
Germany,2011,0,0,0,200399,398710,3398586,12821777,27086474,0.00,0.00,0.00,0.25,0.50,4.23,15.97,33.74
Germany,2012,0,0,0,196490,400350,4217583,13469076,27326489,0.00,0.00,0.00,0.24,0.50,5.24,16.75,33.98
Germany,2013,0,0,0,184977,400044,3824960,13507631,27215943,0.00,0.00,0.00,0.23,0.50,4.74,16.75,33.75
Germany,2014,0,0,202374,202374,605471,4242697,13360577,26722822,0.00,0.00,0.25,0.25,0.75,5.24,16.50,33.00
Germany,2015,0,0,0,196687,408298,4078315,12850750,25522358,0.00,0.00,0.00,0.24,0.50,4.99,15.73,31.24
Germany,2016,0,0,0,205869,406602,4114987,12351926,24907471,0.00,0.00,0.00,0.25,0.49,5.00,15.00,30.25
Germany,2017,0,193048,193048,392597,618791,3922343,11980615,23350357,0.00,0.23,0.23,0.47,0.75,4.75,14.49,28.25
Germany,2018,0,0,207038,207038,618154,3727875,10760295,22588220,0.00,0.00,0.25,0.25,0.75,4.50,12.98,27.25
Ghana,1987,2929516,9145840,12209397,13294974,13476130,13551885,13551885,13551885,21.62,67.49,90.09,98.10,99.44,100.00,100.00,100.00
Ghana,1988,2884887,9254445,12482134,13643162,13840279,13946908,13946908,13946908,20.68,66.35,89.50,97.82,99.23,100.00,100.00,100.00
Ghana,1991,4094062,10911948,13724016,14912021,15094515,15199087,15206605,15207360,26.92,71.75,90.25,98.06,99.26,99.95,100.00,100.00
Ghana,1998,3377019,10410476,14704953,17536887,18101001,18344224,18352130,18353736,18.40,56.71,80.10,95.53,98.60,99.93,99.97,99.98
Ghana,2005,2498847,9273038,15306247,19858636,20951519,21661589,21775755,21789335,11.45,42.51,70.16,91.03,96.04,99.30,99.82,99.88
Ghana,2012,1271591,6692261,13497220,20921340,23574290,25634269,25880304,25945977,4.89,25.74,51.92,80.48,90.68,98.61,99.55,99.81
Ghana,2016,1929540,7204371,13925703,22361852,25643794,28000322,28329261,28394740,6.77,25.29,48.89,78.51,90.04,98.31,99.46,99.69
Greece,1995,104725,183536,236722,501165,1344010,4382303,7019040,8603524,0.99,1.74,2.24,4.74,12.72,41.49,66.45,81.46
Greece,2000,53284,53284,105088,296401,755846,3592571,6239289,8292926,0.49,0.49,0.97,2.74,6.99,33.25,57.74,76.75
Greece,2003,41119,54454,72455,202727,433980,2630641,5226905,7344145,0.38,0.50,0.66,1.86,3.97,24.07,47.83,67.20
Greece,2004,55295,70314,111717,205349,435162,2382392,4986748,7042998,0.50,0.64,1.02,1.87,3.97,21.75,45.52,64.29
Greece,2005,22055,37199,58710,188572,419006,2448698,4931031,7074532,0.20,0.34,0.53,1.72,3.81,22.29,44.88,64.39
Greece,2006,28401,60911,98443,247448,503913,2507426,4930508,7112741,0.26,0.55,0.89,2.25,4.57,22.75,44.74,64.54
Greece,2007,42907,55161,82662,191750,389029,2178464,4556387,6901970,0.39,0.50,0.75,1.74,3.52,19.72,41.24,62.47
Greece,2008,31382,38157,59896,173341,358840,1943195,4478713,6781564,0.28,0.34,0.54,1.56,3.24,17.54,40.43,61.22
Greece,2009,57497,69600,74641,196214,406786,1962144,4378316,6578342,0.52,0.63,0.67,1.77,3.66,17.67,39.42,59.23
Greece,2010,80106,108218,145785,288803,582362,2757344,5454871,7638369,0.72,0.97,1.31,2.60,5.24,24.79,49.05,68.68
Greece,2011,95501,124699,222415,579255,1184015,3860374,6766748,8714973,0.86,1.12,2.00,5.22,10.66,34.76,60.93,78.48
Greece,2012,52602,160807,312602,797090,1667869,4855957,7835540,9395763,0.48,1.46,2.83,7.22,15.10,43.97,70.94,85.07
Greece,2013,25294,104737,290257,904877,1742085,5171847,8009432,9482372,0.23,0.96,2.65,8.25,15.89,47.17,73.04,86.48
Greece,2014,82394,164823,317129,839087,1693650,5186539,7964700,9443528,0.76,1.51,2.91,7.70,15.55,47.62,73.12,86.70
Greece,2015,83047,148256,303785,842343,1701582,5036142,7757654,9343196,0.77,1.37,2.81,7.78,15.72,46.54,71.69,86.34
Greece,2016,56010,111984,219612,687807,1512702,4816728,7707598,9257440,0.52,1.04,2.04,6.38,14.04,44.70,71.53,85.91
Greece,2017,43939,93864,171534,572710,1303043,4669162,7651956,9239071,0.41,0.87,1.59,5.33,12.12,43.42,71.15,85.91
Greece,2018,13230,14979,30213,391994,1069768,4397336,7343384,9066138,0.12,0.14,0.28,3.65,9.97,40.97,68.42,84.47
Greece,2019,41454,73931,135951,419680,928431,3955097,6891045,8737310,0.39,0.69,1.27,3.91,8.66,36.89,64.27,81.49
Guatemala,1986,1878260,4028374,5668862,7092975,7570476,7960971,8043403,8073398,23.17,49.70,69.94,87.51,93.41,98.22,99.24,99.61
Guatemala,1989,1520983,3257798,4871297,6739657,7570397,8406829,8614275,8694234,17.27,37.00,55.32,76.53,85.97,95.47,97.82,98.73
Guatemala,1998,408244,1546079,3244742,6110899,7854051,10005263,10573575,10789013,3.70,14.00,29.37,55.32,71.10,90.58,95.72,97.67
Guatemala,2000,292095,1113518,2715878,5792919,7840314,10128577,10808424,11054962,2.52,9.61,23.43,49.98,67.65,87.39,93.26,95.39
Guatemala,2006,291602,1539367,3334664,6424641,8561239,11433034,12279988,12657190,2.21,11.65,25.24,48.62,64.79,86.53,92.94,95.79
Guatemala,2014,211439,1457361,3958249,8479753,11140320,14052035,14779281,14999912,1.38,9.52,25.86,55.40,72.78,91.81,96.56,98.00
Guinea,1991,4002498,5742273,6332668,6534871,6534871,6534871,6534871,6534871,61.25,87.87,96.90,100.00,100.00,100.00,100.00,100.00
Guinea,1994,648957,2888349,4725756,6222468,6678945,6990921,7046413,7066908,9.16,40.79,66.74,87.87,94.32,98.73,99.51,99.80
Guinea,2002,1278149,4566752,6767165,8063894,8360438,8525361,8556566,8580530,14.89,53.19,78.82,93.92,97.37,99.29,99.66,99.94
Guinea,2007,976138,4557966,7099845,8839813,9288864,9493752,9512442,9516465,10.26,47.89,74.59,92.87,97.59,99.74,99.94,99.98
Guinea,2012,296823,2614451,6362408,9639790,10324509,10604031,10638071,10644192,2.79,24.54,59.73,90.50,96.93,99.55,99.87,99.93
Guinea,2018,66876,1715668,5784595,10772043,11942436,12398983,12413154,12414292,0.54,13.82,46.60,86.77,96.20,99.88,99.99,100.00
Guinea-Bissau,1993,87825,440663,725494,945569,999491,1034215,1039355,1040314,8.42,42.23,69.53,90.62,95.79,99.12,99.61,99.70
Guinea-Bissau,2002,128043,666950,1036511,1214555,1240212,1251560,1253392,1254242,10.21,53.17,82.63,96.82,98.86,99.77,99.92,99.98
Guinea-Bissau,2010,405656,1015350,1286841,1436262,1468893,1495455,1522603,1522603,26.64,66.69,84.52,94.33,96.47,98.22,100.00,100.00
Guinea-Bissau,2018,11692,405983,1064371,1634435,1787677,1863193,1869893,1872740,0.62,21.66,56.79,87.20,95.38,99.41,99.76,99.92
Guyana,1992,48497,219970,418753,637619,703376,745845,748589,748589,6.48,29.38,55.94,85.18,93.96,99.63,100.00,100.00
Guyana,1998,39540,89677,187588,426375,574668,703151,734294,743750,5.25,11.90,24.89,56.57,76.24,93.28,97.42,98.67
Haiti,2001,3219993,5839669,7130653,7997135,8277978,8494911,8559673,8576194,37.40,67.83,82.83,92.89,96.16,98.68,99.43,99.62
Haiti,2012,620363,2992469,5948399,8795446,9660114,10152325,10209394,10236126,6.05,29.19,58.03,85.80,94.24,99.04,99.59,99.86
High income countries,1990,2363558,4087250,7024786,19371708,43664477,190929342,371579497,525200192,0.26,0.45,0.78,2.15,4.84,21.15,41.16,58.17
High income countries,1991,2408252,4099177,6767435,18882925,41443187,185171439,366502923,524871020,0.26,0.45,0.74,2.07,4.55,20.33,40.23,57.62
High income countries,1992,2555833,4345438,7451678,19777013,42621340,185544798,364926273,525943427,0.28,0.47,0.81,2.15,4.64,20.19,39.71,57.23
High income countries,1993,3313615,4688252,7782468,20518436,43129113,188736486,370564357,532480632,0.36,0.51,0.84,2.21,4.66,20.37,40.00,57.47
High income countries,1994,3424343,4535552,7507710,19684809,41060488,180107799,361982619,525242883,0.37,0.49,0.80,2.11,4.40,19.29,38.78,56.27
High income countries,1995,3264973,4557491,7418288,18286921,39141051,171374952,354828919,519012470,0.35,0.48,0.79,1.94,4.16,18.23,37.74,55.20
High income countries,1996,3192265,5004746,7136696,17665133,36525696,165782538,347884036,513341530,0.34,0.53,0.75,1.86,3.86,17.50,36.73,54.19
High income countries,1997,3268196,5085103,7210602,17005663,35101690,158454902,340535804,508741477,0.34,0.53,0.76,1.78,3.68,16.61,35.70,53.33
High income countries,1998,3571177,5202375,7905697,17231493,35091041,158246182,334014153,499866152,0.37,0.54,0.82,1.79,3.65,16.47,34.77,52.04
High income countries,1999,3370647,4945483,7013384,16133294,32128755,149118984,323270882,489536833,0.35,0.51,0.73,1.67,3.32,15.42,33.42,50.61
High income countries,2000,3189563,4713282,7516671,15322714,30209169,139144997,311910911,479265228,0.33,0.48,0.77,1.57,3.10,14.28,32.02,49.20
High income countries,2001,3918140,4738842,7196090,15162019,29147298,133491675,301392571,471157888,0.40,0.48,0.73,1.55,2.97,13.60,30.72,48.02
High income countries,2002,3908943,4852098,7383227,15187848,29451186,131508566,297551264,467755689,0.40,0.49,0.75,1.54,2.98,13.31,30.10,47.33
High income countries,2003,3911539,5659049,8249528,16209735,29940589,130780574,295945309,466655529,0.39,0.57,0.83,1.63,3.01,13.14,29.73,46.88
High income countries,2004,3848658,5504494,8160528,16075147,29621476,128673413,290582145,460503870,0.38,0.55,0.81,1.60,2.95,12.83,28.98,45.92
High income countries,2005,3975957,5610036,7999320,15416450,28965245,125010324,286760934,457579801,0.39,0.56,0.79,1.53,2.87,12.37,28.38,45.29
High income countries,2006,3685522,5197648,7684884,15572036,28410406,122360901,279877219,452631443,0.36,0.51,0.75,1.53,2.79,12.01,27.48,44.43
High income countries,2007,3619961,5131927,7678128,13571080,25685187,116034443,264724342,431847048,0.35,0.50,0.75,1.32,2.50,11.30,25.77,42.04
High income countries,2008,4535768,5303856,8207455,15363649,27558022,119571314,273355436,444963432,0.44,0.51,0.79,1.48,2.66,11.54,26.37,42.93
High income countries,2009,3768387,5401669,7768319,14215216,25526738,112359848,267208571,438713848,0.36,0.52,0.74,1.36,2.44,10.76,25.58,42.00
High income countries,2010,4580822,5368180,7728798,14734906,25858901,107035004,264429127,438143389,0.44,0.51,0.73,1.40,2.46,10.17,25.14,41.65
High income countries,2011,4068158,5974581,8376418,15650665,28118217,111383056,270586484,446369298,0.38,0.57,0.79,1.48,2.66,10.54,25.60,42.23
High income countries,2012,3849011,6170179,8920472,16720933,28691841,115425282,275857609,451196285,0.36,0.58,0.84,1.57,2.70,10.85,25.94,42.42
High income countries,2013,4379723,6780861,9457694,17375242,29856070,116739039,274957887,452872032,0.41,0.63,0.88,1.62,2.79,10.91,25.69,42.32
High income countries,2014,4894679,7290625,10186936,17051636,29868097,114996976,273168180,452218193,0.45,0.68,0.95,1.58,2.77,10.68,25.37,42.00
High income countries,2015,5337480,7927579,9736717,18518789,29685767,109125019,265117014,440942597,0.49,0.73,0.90,1.71,2.74,10.07,24.47,40.70
High income countries,2016,5177631,6891425,9467885,16960219,27429704,103860789,253193264,425614230,0.48,0.63,0.87,1.56,2.52,9.53,23.23,39.05
High income countries,2017,5054100,7683151,10023214,16354919,26674184,102244085,247673347,419015696,0.46,0.70,0.91,1.49,2.43,9.33,22.61,38.25
High income countries,2018,4217784,6683155,9317416,15178891,25240512,97039849,235874932,406628613,0.38,0.61,0.85,1.38,2.29,8.82,21.43,36.94
High income countries,2019,4237922,6684494,9159699,14967546,23890918,90789306,226139197,391759814,0.38,0.60,0.83,1.35,2.16,8.21,20.46,35.44
Honduras,1989,797286,1923931,2888191,3878923,4276339,4650183,4738813,4772526,16.56,39.96,59.99,80.56,88.82,96.58,98.42,99.12
Honduras,1990,919752,2081101,3086930,4090764,4472852,4812781,4889118,4917485,18.56,42.00,62.30,82.55,90.26,97.12,98.66,99.24
Honduras,1991,466148,1569078,2771306,4048603,4500026,4916627,5025065,5057942,9.14,30.77,54.35,79.41,88.26,96.43,98.56,99.20
Honduras,1992,341171,1414402,2624486,4006521,4544109,5008326,5127536,5183565,6.51,26.97,50.04,76.39,86.64,95.49,97.77,98.83
Honduras,1993,305767,1156004,2342859,3781117,4470782,5086143,5244804,5317182,5.67,21.43,43.43,70.09,82.88,94.29,97.23,98.57
Honduras,1994,424854,1348646,2427222,3885632,4554779,5205359,5369737,5447696,7.66,24.30,43.74,70.02,82.08,93.81,96.77,98.17
Honduras,1995,420674,1497419,2631494,4053842,4696101,5373134,5536510,5610944,7.37,26.23,46.09,71.01,82.26,94.12,96.98,98.28
Honduras,1996,608347,1677316,2874620,4281067,4921547,5570353,5733980,5790869,10.36,28.55,48.93,72.87,83.77,94.82,97.60,98.57
Honduras,1997,288049,1184354,2305561,3963572,4782032,5637563,5851815,5934316,4.76,19.59,38.14,65.56,79.10,93.25,96.79,98.16
Honduras,1998,672230,1526728,2502858,4022874,4848939,5723804,5959988,6067218,10.81,24.54,40.24,64.67,77.95,92.02,95.81,97.54
Honduras,1999,675784,1594500,2655495,4237522,5052033,5940479,6193500,6267363,10.56,24.93,41.51,66.24,78.97,92.86,96.82,97.97
Honduras,2001,454158,1339385,2294474,3812340,4709216,5957664,6359147,6530301,6.73,19.84,33.98,56.46,69.75,88.24,94.18,96.72
Honduras,2002,522603,1524105,2636176,4263913,5178779,6300786,6623301,6749022,7.54,22.00,38.04,61.53,74.74,90.93,95.58,97.40
Honduras,2003,696860,1883138,3075141,4616074,5499640,6501332,6797610,6922434,9.81,26.50,43.27,64.96,77.39,91.49,95.66,97.41
Honduras,2004,691122,1852275,3060158,4697611,5555008,6629922,6953972,7092662,9.49,25.43,42.02,64.50,76.27,91.03,95.48,97.39
Honduras,2005,836183,1869746,2972316,4625137,5544306,6666079,7038043,7186365,11.21,25.07,39.85,62.01,74.33,89.37,94.36,96.35
Honduras,2006,694542,1614051,2676899,4307107,5368468,6741959,7175911,7368350,9.10,21.14,35.06,56.42,70.32,88.31,94.00,96.52
Honduras,2007,337133,1221486,2357870,4234150,5330239,6774347,7266312,7485885,4.32,15.64,30.20,54.22,68.26,86.76,93.06,95.87
Honduras,2008,375376,1216620,2305613,4095175,5289807,6956129,7447442,7665127,4.70,15.24,28.89,51.31,66.28,87.16,93.32,96.04
Honduras,2009,225448,1004346,2093752,3947651,5225250,7041912,7624289,7866111,2.77,12.32,25.69,48.43,64.11,86.40,93.54,96.51
Honduras,2010,261731,1147994,2310870,4263867,5447447,7188159,7767928,8002772,3.15,13.80,27.78,51.26,65.49,86.42,93.39,96.22
Honduras,2011,359826,1214694,2379678,4362284,5667779,7421661,7924060,8192105,4.24,14.32,28.06,51.44,66.83,87.51,93.44,96.60
Honduras,2012,483100,1468287,2835048,4916794,6190243,7734644,8183675,8395394,5.59,16.99,32.81,56.90,71.64,89.51,94.71,97.16
Honduras,2013,309217,1281813,2571505,4789431,6127526,7858323,8379640,8594239,3.51,14.57,29.23,54.43,69.64,89.31,95.24,97.68
Honduras,2014,235714,1189496,2578151,4752313,6238103,7979349,8484711,8718423,2.63,13.28,28.79,53.07,69.66,89.10,94.74,97.35
Honduras,2015,236863,1182632,2603738,4851999,6284745,8134714,8651160,8886806,2.60,12.98,28.57,53.24,68.97,89.27,94.93,97.52
Honduras,2016,372137,1354183,2624947,4682363,6145557,8130452,8755670,9008931,4.01,14.61,28.31,50.51,66.29,87.70,94.44,97.18
Honduras,2017,312129,1306439,2593494,4825453,6351823,8350096,8908600,9204310,3.31,13.86,27.51,51.18,67.36,88.56,94.48,97.62
Honduras,2018,317099,1364647,2612196,4919178,6396789,8456807,9107442,9375993,3.31,14.23,27.25,51.31,66.72,88.21,94.99,97.79
Honduras,2019,270758,1241947,2575699,4828666,6331486,8614213,9260605,9536093,2.78,12.74,26.43,49.54,64.96,88.39,95.02,97.85
Honduras - urban,1986,371716,834943,1179112,1474740,1574519,1657237,1674972,1681471,22.00,49.41,69.77,87.26,93.17,98.06,99.11,99.50
Hungary,1987,4299,6890,12071,54814,286014,5399628,9322267,10269088,0.04,0.06,0.11,0.52,2.70,50.88,87.84,96.76
Hungary,1989,1688,8084,90596,2636305,6182388,9951241,10358814,10462971,0.02,0.08,0.86,25.15,58.98,94.94,98.83,99.82
Hungary,1991,102883,173836,251885,698892,1442130,6891358,9128166,9958322,0.99,1.68,2.43,6.74,13.90,66.43,88.00,96.00
Hungary,1993,10516,19365,52232,495296,2367418,8463441,9793547,10104979,0.10,0.19,0.50,4.78,22.86,81.71,94.55,97.56
Hungary,1994,51224,128384,250761,1053627,2556849,7651217,9250740,9876902,0.50,1.24,2.42,10.19,24.72,73.97,89.44,95.49
Hungary,1998,0,4822,103949,1358668,4086670,9218110,10024407,10190183,0.00,0.05,1.01,13.23,39.81,89.79,97.64,99.26
Hungary,1999,0,7299,92935,1384868,4181092,9181180,9981683,10150604,0.00,0.07,0.91,13.53,40.84,89.68,97.50,99.15
Hungary,2000,0,6217,81830,1279268,3955029,9059487,9939457,10114327,0.00,0.06,0.80,12.53,38.73,88.72,97.34,99.05
Hungary,2001,0,0,56040,813145,2755477,8360839,9713517,10020211,0.00,0.00,0.55,7.98,27.05,82.07,95.35,98.36
Hungary,2002,0,0,14711,695639,2631698,8240860,9666069,9989526,0.00,0.00,0.14,6.85,25.91,81.12,95.15,98.34
Hungary,2003,0,1837,68784,837576,2477201,7489428,9262217,9732762,0.00,0.02,0.68,8.27,24.46,73.94,91.44,96.08
Hungary,2004,0,0,45541,622511,2074974,7235586,9133929,9709494,0.00,0.00,0.45,6.16,20.53,71.59,90.37,96.07
Hungary,2005,0,0,40592,611290,2023449,7054314,9012761,9622010,0.00,0.00,0.40,6.06,20.06,69.93,89.35,95.39
Hungary,2006,0,0,32869,573728,1925161,7114186,9094867,9704389,0.00,0.00,0.33,5.70,19.12,70.64,90.30,96.36
Hungary,2007,0,0,73934,626094,1944118,7108076,8965977,9550742,0.00,0.00,0.74,6.23,19.33,70.69,89.16,94.98
Hungary,2008,385,2135,23683,329277,1265899,5816980,8692288,9548250,0.00,0.02,0.24,3.28,12.61,57.95,86.59,95.12
Hungary,2009,2127,6494,22926,404753,1417151,6163166,8865101,9653931,0.02,0.06,0.23,4.04,14.14,61.49,88.45,96.32
Hungary,2010,589,7179,31475,544433,1478933,5912497,8604205,9446660,0.01,0.07,0.31,5.44,14.79,59.12,86.04,94.47
Hungary,2011,2479,9130,34725,575410,1427942,5813044,8588999,9431673,0.02,0.09,0.35,5.77,14.32,58.30,86.13,94.58
Hungary,2012,14694,32316,99446,770367,1811547,6284805,8671794,9432598,0.15,0.33,1.00,7.77,18.26,63.35,87.41,95.08
Hungary,2013,539,17837,85867,725714,1737892,6066130,8465077,9307385,0.01,0.18,0.87,7.34,17.57,61.32,85.57,94.08
Hungary,2014,45274,64889,113096,535697,1522991,5521135,8304247,9149120,0.46,0.66,1.15,5.43,15.44,55.96,84.17,92.73
Hungary,2015,30133,61633,129417,388039,1311543,5173455,8077561,9036866,0.31,0.63,1.31,3.94,13.32,52.56,82.06,91.81
Hungary,2016,59360,132364,188594,325326,906986,4791814,7767332,8923482,0.60,1.35,1.92,3.31,9.24,48.83,79.15,90.93
Hungary,2017,35962,59635,144497,395796,838765,4468977,7407617,8899064,0.37,0.61,1.48,4.04,8.57,45.66,75.68,90.92
Hungary,2018,12851,20287,67883,272245,693593,3843317,6954529,8569709,0.13,0.21,0.69,2.78,7.10,39.32,71.14,87.66
Hungary,2019,7663,29480,86209,248328,541335,3047264,6110284,8182187,0.08,0.30,0.88,2.54,5.54,31.19,62.53,83.74
Iceland,2003,0,0,269,1044,2537,16834,57732,132978,0.00,0.00,0.09,0.36,0.88,5.81,19.94,45.93
Iceland,2004,314,497,497,1180,2089,14844,59573,134336,0.11,0.17,0.17,0.40,0.72,5.08,20.40,45.99
Iceland,2005,0,110,412,678,1989,13755,59020,126021,0.00,0.04,0.14,0.23,0.67,4.64,19.89,42.47
Iceland,2006,194,446,845,1315,1646,11048,38460,99088,0.06,0.15,0.28,0.43,0.54,3.64,12.66,32.62
Iceland,2007,70,251,410,889,1034,7702,33313,82883,0.02,0.08,0.13,0.29,0.33,2.47,10.69,26.60
Iceland,2008,193,193,193,636,1089,7272,36227,85518,0.06,0.06,0.06,0.20,0.34,2.29,11.41,26.94
Iceland,2009,191,310,310,952,2264,13378,52825,113547,0.06,0.10,0.10,0.30,0.71,4.20,16.59,35.65
Iceland,2010,374,475,616,1434,2585,16314,64408,135625,0.12,0.15,0.19,0.45,0.81,5.13,20.25,42.64
Iceland,2011,282,393,688,2395,3545,17232,70692,137121,0.09,0.12,0.22,0.75,1.11,5.40,22.16,42.98
Iceland,2012,108,108,365,1050,2418,16995,67271,132550,0.03,0.03,0.11,0.33,0.75,5.30,20.98,41.33
Iceland,2013,152,152,286,546,1205,12207,56176,128804,0.05,0.05,0.09,0.17,0.37,3.77,17.35,39.78
